id_transakcji,Data,Rodzaj transakcji,koszt,id_wizyty jeśli wizyta
5408,2021-02-26,zabieg ortopedyczny,200,6242
5409,2021-02-26,kroplówka witaminowa,50,6243
5410,2021-02-26,kontrolna,40,6244
5411,2021-02-26,kroplówka witaminowa,50,6245
5412,2021-02-27,eutanazja,200,6246
5413,2021-02-27,EKG,80,6247
5414,2021-02-27,zabieg ortopedyczny,200,6248
5415,2021-02-28,Kompleksowy zestaw badań,250,6249
5416,2021-02-28,EKG,80,6251
5417,2021-02-28,USG,100,6252
5418,2021-03-01,badanie krwi,60,6253
5419,2021-03-01,EKG,80,6255
5420,2021-03-01,konsultacja chirurgiczna,40,6256
5421,2021-03-01,zabieg chirurgii wewnętrznej,300,6257
5422,2021-03-01,operacja pod narkozą,450,6258
5423,2021-03-01,zabieg chirurgiczny drobny,100,6259
5424,2021-03-01,zabieg okulistyczny,200,6260
5425,2021-03-01,zabieg chrurgii zewnętrznej,300,6261
5426,2021-03-01,zabieg chirurgiczny drobny,100,6262
5427,2021-03-01,konsultacja chirurgiczna,40,6263
5428,2021-03-01,zabieg chirurgiczny drobny,100,6264
5429,2021-03-01,czynsz,-4500,
5430,2021-03-01,firma sprzątająca,-2800,
5431,2021-03-01,opłaty,-900,
5432,2021-03-01,biuro rachunkowe,-500,
5433,2021-03-01,opłaty bankowe,-140,
5434,2021-03-01,pensje dla pracowników,-20460,
5435,2021-03-02,wydanie paszportu,100,6265
5436,2021-03-02,badanie krwi,60,6266
5437,2021-03-02,USG,100,6267
5438,2021-03-02,RTG,80,6268
5439,2021-03-02,RTG,80,6269
5440,2021-03-02,zabieg higieniczny drobny,50,6270
5441,2021-03-02,zabieg ortopedyczny,200,6271
5442,2021-03-02,szczepienie,30,6272
5443,2021-03-02,antykoncepcja,150,6273
5444,2021-03-02,testy alergiczne,150,6274
5445,2021-03-02,zabieg higieniczny drobny,50,6275
5446,2021-03-02,zabieg higieniczy duży,80,6276
5447,2021-03-02,zabieg ortopedyczny,200,6277
5448,2021-03-02,szczepienie,30,6278
5449,2021-03-02,kontrolna,40,6279
5450,2021-03-02,wydanie paszportu,100,6280
5451,2021-03-02,kontrolna,40,6281
5452,2021-03-02,zabieg ortopedyczny,200,6282
5453,2021-03-02,kroplówka witaminowa,50,6283
5454,2021-03-02,antykoncepcja,150,6284
5455,2021-03-02,zabieg chirurgii wewnętrznej,300,6287
5456,2021-03-02,konsultacja chirurgiczna,40,6288
5457,2021-03-02,konsultacja chirurgiczna,40,6290
5458,2021-03-02,zabieg okulistyczny,200,6291
5459,2021-03-02,zabieg chirurgiczny drobny,100,6292
5460,2021-03-02,zabieg okulistyczny,200,6293
5461,2021-03-02,zabieg chirurgiczny drobny,100,6294
5462,2021-03-02,konsultacja chirurgiczna,40,6295
5463,2021-03-02,zabieg chirurgii wewnętrznej,300,6296
5464,2021-03-02,zabieg okulistyczny,200,6297
5465,2021-03-03,kontrolna,40,6298
5466,2021-03-03,szczepienie,30,6299
5467,2021-03-03,zabieg higieniczy duży,80,6301
5468,2021-03-03,zabieg higieniczny drobny,50,6302
5469,2021-03-03,Kompleksowy zestaw badań,250,6305
5470,2021-03-03,szczepienie,30,6306
5471,2021-03-03,badanie krwi,60,6309
5472,2021-03-03,eutanazja,200,6310
5473,2021-03-03,szczepienie,30,6311
5474,2021-03-03,kroplówka witaminowa,50,6313
5475,2021-03-03,zabieg chrurgii zewnętrznej,300,6316
5476,2021-03-03,zabieg chirurgiczny drobny,100,6317
5477,2021-03-03,zabieg chirurgiczny drobny,100,6318
5478,2021-03-03,konsultacja chirurgiczna,40,6319
5479,2021-03-03,konsultacja chirurgiczna,40,6320
5480,2021-03-03,zabieg chirurgiczny drobny,100,6321
5481,2021-03-03,zabieg chirurgiczny drobny,100,6322
5482,2021-03-03,konsultacja chirurgiczna,40,6323
5483,2021-03-04,RTG,80,6325
5484,2021-03-04,wydanie paszportu,100,6326
5485,2021-03-04,zabieg higieniczny drobny,50,6327
5486,2021-03-04,EKG,80,6329
5487,2021-03-04,antykoncepcja,150,6330
5488,2021-03-04,kontrolna,40,6332
5489,2021-03-04,wydanie paszportu,100,6333
5490,2021-03-04,zabieg higieniczy duży,80,6334
5491,2021-03-04,badanie krwi,60,6335
5492,2021-03-04,EKG,80,6336
5493,2021-03-04,zabieg higieniczy duży,80,6337
5494,2021-03-04,Kompleksowy zestaw badań,250,6338
5495,2021-03-04,antykoncepcja,150,6340
5496,2021-03-04,USG,100,6341
5497,2021-03-04,Kompleksowy zestaw badań,250,6342
5498,2021-03-04,zabieg okulistyczny,200,6344
5499,2021-03-04,konsultacja chirurgiczna,40,6346
5500,2021-03-04,zabieg chrurgii zewnętrznej,300,6347
5501,2021-03-04,konsultacja chirurgiczna,40,6348
5502,2021-03-04,konsultacja chirurgiczna,40,6349
5503,2021-03-04,zabieg chirurgiczny drobny,100,6351
5504,2021-03-04,zabieg chirurgiczny drobny,100,6352
5505,2021-03-04,zabieg chirurgiczny drobny,100,6353
5506,2021-03-04,operacja pod narkozą,450,6354
5507,2021-03-05,badanie krwi,60,6355
5508,2021-03-05,chipowanie,60,6356
5509,2021-03-05,wydanie paszportu,100,6358
5510,2021-03-05,USG,100,6359
5511,2021-03-05,wydanie paszportu,100,6360
5512,2021-03-05,testy alergiczne,150,6362
5513,2021-03-05,zabieg higieniczny drobny,50,6363
5514,2021-03-05,wydanie paszportu,100,6364
5515,2021-03-06,Kompleksowy zestaw badań,250,6365
5516,2021-03-06,USG,100,6366
5517,2021-03-07,szczepienie,30,6368
5518,2021-03-07,kontrolna,40,6369
5519,2021-03-08,EKG,80,6370
5520,2021-03-08,zabieg higieniczny drobny,50,6371
5521,2021-03-08,antykoncepcja,150,6373
5522,2021-03-08,Kompleksowy zestaw badań,250,6374
5523,2021-03-08,antykoncepcja,150,6375
5524,2021-03-08,RTG,80,6376
5525,2021-03-08,zabieg chirurgii wewnętrznej,300,6380
5526,2021-03-08,operacja pod narkozą,450,6381
5527,2021-03-09,kontrolna,40,6383
5528,2021-03-09,kroplówka witaminowa,50,6384
5529,2021-03-09,zabieg higieniczy duży,80,6385
5530,2021-03-09,wydanie paszportu,100,6387
5531,2021-03-09,antykoncepcja,150,6388
5532,2021-03-09,testy alergiczne,150,6391
5533,2021-03-09,wydanie paszportu,100,6392
5534,2021-03-09,USG,100,6393
5535,2021-03-09,szczepienie,30,6394
5536,2021-03-09,EKG,80,6395
5537,2021-03-09,zabieg higieniczy duży,80,6398
5538,2021-03-09,badanie krwi,60,6399
5539,2021-03-09,eutanazja,200,6400
5540,2021-03-09,zabieg okulistyczny,200,6402
5541,2021-03-09,zabieg chirurgiczny drobny,100,6403
5542,2021-03-09,zabieg chrurgii zewnętrznej,300,6404
5543,2021-03-09,operacja w znieczuleniu częściowym,400,6405
5544,2021-03-10,kroplówka witaminowa,50,6407
5545,2021-03-10,Kompleksowy zestaw badań,250,6408
5546,2021-03-10,wydanie paszportu,100,6409
5547,2021-03-10,chipowanie,60,6410
5548,2021-03-10,zabieg higieniczy duży,80,6411
5549,2021-03-10,kontrolna,40,6412
5550,2021-03-10,antykoncepcja,150,6413
5551,2021-03-10,Kompleksowy zestaw badań,250,6414
5552,2021-03-10,chipowanie,60,6416
5553,2021-03-10,zabieg ortopedyczny,200,6417
5554,2021-03-10,zabieg higieniczy duży,80,6418
5555,2021-03-10,kontrolna,40,6419
5556,2021-03-10,kroplówka witaminowa,50,6420
5557,2021-03-10,badanie krwi,60,6421
5558,2021-03-10,konsultacja chirurgiczna,40,6422
5559,2021-03-10,zabieg chirurgiczny drobny,100,6423
5560,2021-03-10,konsultacja chirurgiczna,40,6424
5561,2021-03-10,konsultacja chirurgiczna,40,6425
5562,2021-03-10,operacja pod narkozą,450,6426
5563,2021-03-10,operacja pod narkozą,450,6427
5564,2021-03-11,testy alergiczne,150,6428
5565,2021-03-11,badanie krwi,60,6429
5566,2021-03-11,szczepienie,30,6430
5567,2021-03-11,RTG,80,6431
5568,2021-03-11,USG,100,6432
5569,2021-03-11,szczepienie,30,6433
5570,2021-03-11,eutanazja,200,6434
5571,2021-03-11,wydanie paszportu,100,6436
5572,2021-03-11,EKG,80,6438
5573,2021-03-11,Kompleksowy zestaw badań,250,6439
5574,2021-03-11,szczepienie,30,6440
5575,2021-03-11,USG,100,6442
5576,2021-03-11,zabieg ortopedyczny,200,6443
5577,2021-03-11,USG,100,6444
5578,2021-03-11,konsultacja chirurgiczna,40,6445
5579,2021-03-11,konsultacja chirurgiczna,40,6446
5580,2021-03-11,zabieg chirurgiczny drobny,100,6447
5581,2021-03-11,operacja pod narkozą,450,6448
5582,2021-03-11,operacja w znieczuleniu częściowym,400,6449
5583,2021-03-12,antykoncepcja,150,6451
5584,2021-03-12,Kompleksowy zestaw badań,250,6453
5585,2021-03-12,wydanie paszportu,100,6454
5586,2021-03-12,kontrolna,40,6455
5587,2021-03-12,USG,100,6456
5588,2021-03-12,RTG,80,6458
5589,2021-03-12,wydanie paszportu,100,6459
5590,2021-03-12,USG,100,6460
5591,2021-03-12,EKG,80,6461
5592,2021-03-13,USG,100,6462
5593,2021-03-14,antykoncepcja,150,6463
5594,2021-03-14,testy alergiczne,150,6464
5595,2021-03-15,chipowanie,60,6466
5596,2021-03-15,testy alergiczne,150,6468
5597,2021-03-15,testy alergiczne,150,6469
5598,2021-03-15,zabieg okulistyczny,200,6470
5599,2021-03-15,konsultacja chirurgiczna,40,6471
5600,2021-03-15,konsultacja chirurgiczna,40,6474
5601,2021-03-15,konsultacja chirurgiczna,40,6475
5602,2021-03-16,eutanazja,200,6476
5603,2021-03-16,chipowanie,60,6477
5604,2021-03-16,eutanazja,200,6478
5605,2021-03-16,Kompleksowy zestaw badań,250,6479
5606,2021-03-16,badanie krwi,60,6481
5607,2021-03-16,EKG,80,6484
5608,2021-03-16,szczepienie,30,6485
5609,2021-03-16,testy alergiczne,150,6486
5610,2021-03-16,kroplówka witaminowa,50,6487
5611,2021-03-16,zabieg chirurgiczny drobny,100,6488
5612,2021-03-16,zabieg chirurgiczny drobny,100,6489
5613,2021-03-17,antykoncepcja,150,6490
5614,2021-03-17,kontrolna,40,6491
5615,2021-03-17,RTG,80,6493
5616,2021-03-17,chipowanie,60,6495
5617,2021-03-17,zabieg ortopedyczny,200,6497
5618,2021-03-17,antykoncepcja,150,6498
5619,2021-03-17,antykoncepcja,150,6499
5620,2021-03-17,wydanie paszportu,100,6500
5621,2021-03-17,szczepienie,30,6501
5622,2021-03-17,konsultacja chirurgiczna,40,6503
5623,2021-03-17,zabieg okulistyczny,200,6505
5624,2021-03-17,zabieg okulistyczny,200,6506
5625,2021-03-17,zabieg chirurgiczny drobny,100,6508
5626,2021-03-17,konsultacja chirurgiczna,40,6509
5627,2021-03-17,zabieg chirurgii wewnętrznej,300,6510
5628,2021-03-18,RTG,80,6511
5629,2021-03-18,antykoncepcja,150,6512
5630,2021-03-18,RTG,80,6514
5631,2021-03-18,szczepienie,30,6515
5632,2021-03-18,testy alergiczne,150,6516
5633,2021-03-18,antykoncepcja,150,6517
5634,2021-03-18,wydanie paszportu,100,6518
5635,2021-03-18,kroplówka witaminowa,50,6520
5636,2021-03-18,antykoncepcja,150,6521
5637,2021-03-18,zabieg higieniczny drobny,50,6522
5638,2021-03-18,konsultacja chirurgiczna,40,6524
5639,2021-03-18,zabieg chirurgiczny drobny,100,6526
5640,2021-03-18,konsultacja chirurgiczna,40,6527
5641,2021-03-18,operacja w znieczuleniu częściowym,400,6529
5642,2021-03-18,zabieg chirurgiczny drobny,100,6531
5643,2021-03-18,operacja w znieczuleniu częściowym,400,6532
5644,2021-03-18,zabieg chirurgiczny drobny,100,6533
5645,2021-03-18,zabieg okulistyczny,200,6534
5646,2021-03-19,zabieg higieniczy duży,80,6536
5647,2021-03-19,USG,100,6537
5648,2021-03-19,chipowanie,60,6538
5649,2021-03-19,zabieg higieniczy duży,80,6539
5650,2021-03-19,eutanazja,200,6540
5651,2021-03-19,wydanie paszportu,100,6541
5652,2021-03-19,RTG,80,6543
5653,2021-03-19,szczepienie,30,6544
5654,2021-03-19,antykoncepcja,150,6545
5655,2021-03-19,kroplówka witaminowa,50,6547
5656,2021-03-19,kroplówka witaminowa,50,6548
5657,2021-03-20,wydanie paszportu,100,6549
5658,2021-03-20,wydanie paszportu,100,6550
5659,2021-03-20,chipowanie,60,6551
5660,2021-03-20,kroplówka witaminowa,50,6552
5661,2021-03-20,eutanazja,200,6553
5662,2021-03-20,kroplówka witaminowa,50,6554
5663,2021-03-20,kontrolna,40,6555
5664,2021-03-21,badanie krwi,60,6556
5665,2021-03-21,badanie krwi,60,6557
5666,2021-03-21,USG,100,6558
5667,2021-03-21,EKG,80,6559
5668,2021-03-21,wydanie paszportu,100,6562
5669,2021-03-21,badanie krwi,60,6564
5670,2021-03-21,antykoncepcja,150,6565
5671,2021-03-22,RTG,80,6566
5672,2021-03-22,antykoncepcja,150,6567
5673,2021-03-22,zabieg ortopedyczny,200,6568
5674,2021-03-22,szczepienie,30,6569
5675,2021-03-22,kroplówka witaminowa,50,6570
5676,2021-03-22,wydanie paszportu,100,6571
5677,2021-03-22,kontrolna,40,6572
5678,2021-03-22,zabieg chrurgii zewnętrznej,300,6574
5679,2021-03-22,konsultacja chirurgiczna,40,6575
5680,2021-03-22,konsultacja chirurgiczna,40,6576
5681,2021-03-22,konsultacja chirurgiczna,40,6578
5682,2021-03-22,operacja pod narkozą,450,6579
5683,2021-03-22,konsultacja chirurgiczna,40,6580
5684,2021-03-23,szczepienie,30,6581
5685,2021-03-23,eutanazja,200,6582
5686,2021-03-23,testy alergiczne,150,6583
5687,2021-03-23,zabieg higieniczny drobny,50,6584
5688,2021-03-23,zabieg higieniczy duży,80,6586
5689,2021-03-23,badanie krwi,60,6587
5690,2021-03-23,EKG,80,6588
5691,2021-03-23,wydanie paszportu,100,6591
5692,2021-03-23,zabieg higieniczny drobny,50,6592
5693,2021-03-23,antykoncepcja,150,6593
5694,2021-03-23,zabieg chirurgiczny drobny,100,6595
5695,2021-03-23,operacja pod narkozą,450,6596
5696,2021-03-23,zabieg chirurgiczny drobny,100,6597
5697,2021-03-23,zabieg chirurgiczny drobny,100,6599
5698,2021-03-23,zabieg chrurgii zewnętrznej,300,6600
5699,2021-03-23,zabieg chirurgiczny drobny,100,6602
5700,2021-03-24,wydanie paszportu,100,6603
5701,2021-03-24,RTG,80,6605
5702,2021-03-24,zabieg ortopedyczny,200,6606
5703,2021-03-24,zabieg ortopedyczny,200,6607
5704,2021-03-24,chipowanie,60,6608
5705,2021-03-24,kroplówka witaminowa,50,6609
5706,2021-03-24,Kompleksowy zestaw badań,250,6610
5707,2021-03-24,RTG,80,6611
5708,2021-03-24,zabieg higieniczny drobny,50,6612
5709,2021-03-24,Kompleksowy zestaw badań,250,6613
5710,2021-03-24,badanie krwi,60,6614
5711,2021-03-24,zabieg chirurgiczny drobny,100,6615
5712,2021-03-24,zabieg chirurgiczny drobny,100,6616
5713,2021-03-24,konsultacja chirurgiczna,40,6617
5714,2021-03-24,zabieg chirurgiczny drobny,100,6618
5715,2021-03-24,zabieg chirurgiczny drobny,100,6619
5716,2021-03-24,zabieg chirurgiczny drobny,100,6620
5717,2021-03-25,badanie krwi,60,6621
5718,2021-03-25,chipowanie,60,6623
5719,2021-03-25,zabieg higieniczny drobny,50,6624
5720,2021-03-25,zabieg higieniczny drobny,50,6626
5721,2021-03-25,antykoncepcja,150,6628
5722,2021-03-25,kroplówka witaminowa,50,6629
5723,2021-03-25,EKG,80,6630
5724,2021-03-25,eutanazja,200,6631
5725,2021-03-25,RTG,80,6632
5726,2021-03-25,szczepienie,30,6633
5727,2021-03-25,zabieg higieniczy duży,80,6634
5728,2021-03-25,zabieg ortopedyczny,200,6636
5729,2021-03-25,EKG,80,6637
5730,2021-03-25,badanie krwi,60,6638
5731,2021-03-25,antykoncepcja,150,6639
5732,2021-03-25,eutanazja,200,6640
5733,2021-03-25,RTG,80,6641
5734,2021-03-25,testy alergiczne,150,6642
5735,2021-03-25,konsultacja chirurgiczna,40,6643
5736,2021-03-25,konsultacja chirurgiczna,40,6644
5737,2021-03-25,konsultacja chirurgiczna,40,6645
5738,2021-03-25,zabieg chirurgii wewnętrznej,300,6647
5739,2021-03-25,zabieg chirurgiczny drobny,100,6648
5740,2021-03-25,zabieg chirurgiczny drobny,100,6649
5741,2021-03-25,operacja w znieczuleniu częściowym,400,6650
5742,2021-03-26,zabieg higieniczny drobny,50,6651
5743,2021-03-26,kroplówka witaminowa,50,6652
5744,2021-03-26,badanie krwi,60,6653
5745,2021-03-26,testy alergiczne,150,6655
5746,2021-03-26,EKG,80,6656
5747,2021-03-26,wydanie paszportu,100,6657
5748,2021-03-26,testy alergiczne,150,6658
5749,2021-03-26,kroplówka witaminowa,50,6659
5750,2021-03-26,testy alergiczne,150,6660
5751,2021-03-27,wydanie paszportu,100,6661
5752,2021-03-27,chipowanie,60,6662
5753,2021-03-27,USG,100,6663
5754,2021-03-27,Kompleksowy zestaw badań,250,6664
5755,2021-03-28,zabieg higieniczy duży,80,6665
5756,2021-03-28,kroplówka witaminowa,50,6666
5757,2021-03-28,RTG,80,6667
5758,2021-03-28,kontrolna,40,6668
5759,2021-03-28,szczepienie,30,6669
5760,2021-03-28,USG,100,6670
5761,2021-03-28,badanie krwi,60,6671
5762,2021-03-29,Kompleksowy zestaw badań,250,6674
5763,2021-03-29,testy alergiczne,150,6675
5764,2021-03-29,szczepienie,30,6676
5765,2021-03-29,RTG,80,6677
5766,2021-03-29,zabieg higieniczny drobny,50,6678
5767,2021-03-29,EKG,80,6679
5768,2021-03-29,zabieg chirurgii wewnętrznej,300,6681
5769,2021-03-29,konsultacja chirurgiczna,40,6683
5770,2021-03-29,konsultacja chirurgiczna,40,6684
5771,2021-03-29,zabieg chirurgiczny drobny,100,6685
5772,2021-03-29,zabieg chirurgiczny drobny,100,6686
5773,2021-03-29,konsultacja chirurgiczna,40,6687
5774,2021-03-29,zabieg chrurgii zewnętrznej,300,6688
5775,2021-03-30,antykoncepcja,150,6689
5776,2021-03-30,USG,100,6690
5777,2021-03-30,RTG,80,6691
5778,2021-03-30,chipowanie,60,6693
5779,2021-03-30,szczepienie,30,6694
5780,2021-03-30,Kompleksowy zestaw badań,250,6695
5781,2021-03-30,testy alergiczne,150,6696
5782,2021-03-30,RTG,80,6697
5783,2021-03-30,badanie krwi,60,6698
5784,2021-03-30,zabieg higieniczy duży,80,6699
5785,2021-03-30,kontrolna,40,6700
5786,2021-03-30,wydanie paszportu,100,6701
5787,2021-03-30,kroplówka witaminowa,50,6702
5788,2021-03-30,zabieg chirurgiczny drobny,100,6703
5789,2021-03-30,konsultacja chirurgiczna,40,6704
5790,2021-03-30,zabieg chirurgiczny drobny,100,6706
5791,2021-03-30,konsultacja chirurgiczna,40,6707
5792,2021-03-30,operacja pod narkozą,450,6709
5793,2021-03-30,zabieg chirurgiczny drobny,100,6710
5794,2021-03-30,konsultacja chirurgiczna,40,6711
5795,2021-03-30,konsultacja chirurgiczna,40,6712
5796,2021-03-30,zabieg chirurgiczny drobny,100,6713
5797,2021-03-30,konsultacja chirurgiczna,40,6714
5798,2021-03-30,konsultacja chirurgiczna,40,6715
5799,2021-03-30,zabieg chirurgiczny drobny,100,6716
5800,2021-03-31,chipowanie,60,6717
5801,2021-03-31,badanie krwi,60,6720
5802,2021-03-31,Kompleksowy zestaw badań,250,6721
5803,2021-03-31,chipowanie,60,6723
5804,2021-03-31,zabieg ortopedyczny,200,6724
5805,2021-03-31,badanie krwi,60,6725
5806,2021-03-31,RTG,80,6727
5807,2021-03-31,EKG,80,6729
5808,2021-03-31,antykoncepcja,150,6730
5809,2021-03-31,RTG,80,6731
5810,2021-03-31,kroplówka witaminowa,50,6732
5811,2021-03-31,zabieg higieniczy duży,80,6733
5812,2021-03-31,zabieg chrurgii zewnętrznej,300,6734
5813,2021-03-31,zabieg chirurgiczny drobny,100,6735
5814,2021-03-31,operacja w znieczuleniu częściowym,400,6737
5815,2021-04-01,USG,100,6740
5816,2021-04-01,Kompleksowy zestaw badań,250,6741
5817,2021-04-01,zabieg higieniczy duży,80,6742
5818,2021-04-01,chipowanie,60,6743
5819,2021-04-01,EKG,80,6744
5820,2021-04-01,kontrolna,40,6745
5821,2021-04-01,kontrolna,40,6746
5822,2021-04-01,kontrolna,40,6747
5823,2021-04-01,antykoncepcja,150,6748
5824,2021-04-01,wydanie paszportu,100,6749
5825,2021-04-01,antykoncepcja,150,6750
5826,2021-04-01,Kompleksowy zestaw badań,250,6751
5827,2021-04-01,eutanazja,200,6752
5828,2021-04-01,testy alergiczne,150,6753
5829,2021-04-01,USG,100,6754
5830,2021-04-01,USG,100,6755
5831,2021-04-01,zabieg chirurgiczny drobny,100,6758
5832,2021-04-01,konsultacja chirurgiczna,40,6759
5833,2021-04-01,zabieg chirurgiczny drobny,100,6760
5834,2021-04-01,zabieg chirurgiczny drobny,100,6762
5835,2021-04-01,operacja w znieczuleniu częściowym,400,6764
5836,2021-04-01,czynsz,-4500,
5837,2021-04-01,firma sprzątająca,-2800,
5838,2021-04-01,opłaty,-900,
5839,2021-04-01,biuro rachunkowe,-500,
5840,2021-04-01,opłaty bankowe,-140,
5841,2021-04-01,pensje dla pracowników,-20460,
5842,2021-04-02,RTG,80,6765
5843,2021-04-02,EKG,80,6766
5844,2021-04-02,kontrolna,40,6767
5845,2021-04-02,EKG,80,6768
5846,2021-04-02,RTG,80,6769
5847,2021-04-02,szczepienie,30,6770
5848,2021-04-02,testy alergiczne,150,6772
5849,2021-04-02,szczepienie,30,6773
5850,2021-04-02,kroplówka witaminowa,50,6774
5851,2021-04-02,testy alergiczne,150,6775
5852,2021-04-03,szczepienie,30,6776
5853,2021-04-03,zabieg ortopedyczny,200,6777
5854,2021-04-03,RTG,80,6778
5855,2021-04-04,kontrolna,40,6780
5856,2021-04-04,eutanazja,200,6781
5857,2021-04-05,USG,100,6782
5858,2021-04-05,testy alergiczne,150,6783
5859,2021-04-05,kroplówka witaminowa,50,6784
5860,2021-04-05,eutanazja,200,6785
5861,2021-04-05,szczepienie,30,6786
5862,2021-04-05,EKG,80,6787
5863,2021-04-05,zabieg okulistyczny,200,6788
5864,2021-04-05,zabieg okulistyczny,200,6789
5865,2021-04-05,konsultacja chirurgiczna,40,6790
5866,2021-04-05,konsultacja chirurgiczna,40,6792
5867,2021-04-05,konsultacja chirurgiczna,40,6793
5868,2021-04-05,konsultacja chirurgiczna,40,6794
5869,2021-04-05,zabieg okulistyczny,200,6796
5870,2021-04-05,konsultacja chirurgiczna,40,6797
5871,2021-04-06,Kompleksowy zestaw badań,250,6798
5872,2021-04-06,testy alergiczne,150,6799
5873,2021-04-06,zabieg ortopedyczny,200,6800
5874,2021-04-06,eutanazja,200,6801
5875,2021-04-06,kontrolna,40,6802
5876,2021-04-06,testy alergiczne,150,6803
5877,2021-04-06,testy alergiczne,150,6804
5878,2021-04-06,chipowanie,60,6805
5879,2021-04-06,EKG,80,6806
5880,2021-04-06,RTG,80,6807
5881,2021-04-06,zabieg higieniczny drobny,50,6808
5882,2021-04-06,zabieg higieniczy duży,80,6809
5883,2021-04-06,badanie krwi,60,6810
5884,2021-04-06,kontrolna,40,6811
5885,2021-04-06,zabieg higieniczny drobny,50,6812
5886,2021-04-06,EKG,80,6813
5887,2021-04-06,eutanazja,200,6814
5888,2021-04-06,zabieg okulistyczny,200,6815
5889,2021-04-06,konsultacja chirurgiczna,40,6816
5890,2021-04-06,zabieg chirurgiczny drobny,100,6817
5891,2021-04-06,operacja pod narkozą,450,6818
5892,2021-04-07,chipowanie,60,6822
5893,2021-04-07,zabieg higieniczny drobny,50,6823
5894,2021-04-07,zabieg higieniczy duży,80,6824
5895,2021-04-07,eutanazja,200,6825
5896,2021-04-07,zabieg higieniczny drobny,50,6826
5897,2021-04-07,kontrolna,40,6828
5898,2021-04-07,antykoncepcja,150,6830
5899,2021-04-07,testy alergiczne,150,6831
5900,2021-04-07,kroplówka witaminowa,50,6832
5901,2021-04-07,badanie krwi,60,6833
5902,2021-04-07,zabieg ortopedyczny,200,6834
5903,2021-04-07,szczepienie,30,6835
5904,2021-04-07,antykoncepcja,150,6836
5905,2021-04-07,Kompleksowy zestaw badań,250,6837
5906,2021-04-07,zabieg chrurgii zewnętrznej,300,6838
5907,2021-04-07,konsultacja chirurgiczna,40,6839
5908,2021-04-07,operacja w znieczuleniu częściowym,400,6841
5909,2021-04-07,konsultacja chirurgiczna,40,6842
5910,2021-04-07,operacja w znieczuleniu częściowym,400,6843
5911,2021-04-08,szczepienie,30,6844
5912,2021-04-08,zabieg ortopedyczny,200,6845
5913,2021-04-08,zabieg ortopedyczny,200,6846
5914,2021-04-08,testy alergiczne,150,6847
5915,2021-04-08,badanie krwi,60,6848
5916,2021-04-08,antykoncepcja,150,6849
5917,2021-04-08,szczepienie,30,6850
5918,2021-04-08,szczepienie,30,6851
5919,2021-04-08,USG,100,6852
5920,2021-04-08,eutanazja,200,6853
5921,2021-04-08,testy alergiczne,150,6854
5922,2021-04-08,zabieg higieniczy duży,80,6856
5923,2021-04-08,eutanazja,200,6857
5924,2021-04-08,zabieg higieniczy duży,80,6858
5925,2021-04-08,chipowanie,60,6859
5926,2021-04-08,antykoncepcja,150,6861
5927,2021-04-08,zabieg chirurgiczny drobny,100,6862
5928,2021-04-08,zabieg chirurgiczny drobny,100,6863
5929,2021-04-08,zabieg chirurgiczny drobny,100,6864
5930,2021-04-08,konsultacja chirurgiczna,40,6865
5931,2021-04-08,zabieg chrurgii zewnętrznej,300,6866
5932,2021-04-08,zabieg chirurgiczny drobny,100,6867
5933,2021-04-08,zabieg chirurgiczny drobny,100,6868
5934,2021-04-08,zabieg okulistyczny,200,6869
5935,2021-04-08,zabieg chrurgii zewnętrznej,300,6870
5936,2021-04-08,zabieg okulistyczny,200,6871
5937,2021-04-09,zabieg higieniczy duży,80,6874
5938,2021-04-09,zabieg ortopedyczny,200,6875
5939,2021-04-09,zabieg higieniczy duży,80,6876
5940,2021-04-09,zabieg higieniczny drobny,50,6877
5941,2021-04-10,badanie krwi,60,6879
5942,2021-04-11,chipowanie,60,6880
5943,2021-04-11,antykoncepcja,150,6882
5944,2021-04-12,EKG,80,6885
5945,2021-04-12,antykoncepcja,150,6886
5946,2021-04-12,chipowanie,60,6888
5947,2021-04-12,USG,100,6889
5948,2021-04-12,zabieg ortopedyczny,200,6890
5949,2021-04-12,operacja w znieczuleniu częściowym,400,6891
5950,2021-04-12,konsultacja chirurgiczna,40,6892
5951,2021-04-12,zabieg chirurgiczny drobny,100,6893
5952,2021-04-12,konsultacja chirurgiczna,40,6894
5953,2021-04-12,konsultacja chirurgiczna,40,6897
5954,2021-04-13,szczepienie,30,6898
5955,2021-04-13,wydanie paszportu,100,6899
5956,2021-04-13,wydanie paszportu,100,6900
5957,2021-04-13,badanie krwi,60,6902
5958,2021-04-13,antykoncepcja,150,6903
5959,2021-04-13,szczepienie,30,6904
5960,2021-04-13,szczepienie,30,6905
5961,2021-04-13,chipowanie,60,6906
5962,2021-04-13,kontrolna,40,6908
5963,2021-04-13,testy alergiczne,150,6909
5964,2021-04-13,EKG,80,6910
5965,2021-04-13,Kompleksowy zestaw badań,250,6911
5966,2021-04-13,badanie krwi,60,6912
5967,2021-04-13,badanie krwi,60,6913
5968,2021-04-13,eutanazja,200,6914
5969,2021-04-13,zabieg chirurgiczny drobny,100,6915
5970,2021-04-13,zabieg chirurgii wewnętrznej,300,6916
5971,2021-04-13,zabieg okulistyczny,200,6917
5972,2021-04-13,zabieg chirurgiczny drobny,100,6918
5973,2021-04-13,konsultacja chirurgiczna,40,6919
5974,2021-04-13,zabieg chirurgiczny drobny,100,6920
