,id_zwierzęcia,id_właściciela,Imię,Data urodzenia,Data rejestracji,Gatunek,Rasa,Płeć
1177,1177,578,Pimpu,2021-02-23,2021-05-05,pies,seter,M
1178,1178,644,Deany,2018-10-17,2021-02-03,pies,shih tzu,M
1179,1179,955,Beilis,2011-09-26,2020-01-06,kot,doński,M
1180,1180,52,Aron,2016-04-20,2019-10-14,pies,hollandse,M
1181,1181,435,Apsik,2020-04-06,2020-11-03,pies,puli,M
1182,1182,205,Ange,2014-01-25,2021-03-15,pies,doberman,M
1183,1183,943,Lisek,2012-12-18,2021-02-04,pies,dalmatyńczyk,M
1184,1184,985,Kimbo,2019-05-26,2020-02-25,pies,beagle,M
1185,1185,914,Carlos,2015-04-22,2021-04-10,pies,sznaucer,M
1186,1186,744,Timi,2013-07-16,2021-03-02,pies,sznaucer,M
1187,1187,912,Jordan,2016-09-25,2021-01-16,świnka morska,gładkowłosa,M
1188,1188,53,Deany,2015-07-16,2020-10-15,pies,drever,M
1189,1189,998,Leti,2010-04-05,2021-02-09,kot,bombajski,M
1190,1190,579,Bradlej,2014-04-15,2021-01-30,pies,samoyed,M
1191,1191,489,Tesla,2013-12-22,2020-12-29,kot,amerykański,M
1192,1192,802,Moris,2013-05-27,2021-03-23,pies,bokser,M
1193,1193,343,Olaf,2017-01-22,2019-12-18,pies,basenji,M
1194,1194,168,Makao,2010-04-15,2019-11-13,kot,brytyjski,M
1195,1195,908,Bajer,2011-08-08,2020-08-01,pies,hawańczyk,M
1196,1196,160,Largo,2021-02-22,2021-04-02,pies,lhasa apso,M
1197,1197,526,Chrupek,2018-02-13,2019-12-05,szynszyla,,M
1198,1198,702,Mafii,2007-03-12,2021-02-18,kot,maine coon,M
1199,1199,526,Nicko,2010-02-05,2020-06-05,kot,turecki van,M
